name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,name_2
Dhofar 1041,6845,Valid,H6,215.00000,Found,01/01/2000 12:00:00 AM,18.86395,54.64277,"(18.86395, 54.64277)",Oman
Dhofar 1042,6846,Valid,H6,332.00000,Found,01/01/2000 12:00:00 AM,18.93868,54.74035,"(18.93868, 54.74035)",Oman
Dhofar 1043,6847,Valid,H4/5,205.00000,Found,01/01/2000 12:00:00 AM,18.91903,54.71077,"(18.91903, 54.71077)",Oman
Dhofar 1044,6848,Valid,L5/6,208.00000,Found,01/01/2000 12:00:00 AM,18.86492,54.64965,"(18.86492, 54.64965)",Oman
Dhofar 1045,6849,Valid,H5/6,170.00000,Found,01/01/2000 12:00:00 AM,18.81953,54.61380,"(18.81953, 54.6138)",Oman
Dhofar 1046,6850,Valid,H5/6,248.00000,Found,01/01/2000 12:00:00 AM,18.85485,54.64018,"(18.85485, 54.64018)",Oman
Dhofar 1047,6851,Valid,H4/5,296.00000,Found,01/01/2000 12:00:00 AM,18.79307,54.62728,"(18.79307, 54.62728)",Oman
Dhofar 1048,6852,Valid,H5/6,267.00000,Found,01/01/2000 12:00:00 AM,18.71705,54.70200,"(18.71705, 54.702)",Oman
Dhofar 1049,6853,Valid,L5,121.00000,Found,01/01/2000 12:00:00 AM,18.92632,54.70170,"(18.92632, 54.7017)",Oman
Dhofar 105,6854,Valid,H5,2984.00000,Found,01/01/1999 12:00:00 AM,19.33517,54.79183,"(19.33517, 54.79183)",Oman
Dhofar 1050,6855,Valid,H5,76.00000,Found,01/01/2000 12:00:00 AM,18.89137,54.62413,"(18.89137, 54.62413)",Oman
Dhofar 1051,6856,Valid,L4/5,38.00000,Found,01/01/2000 12:00:00 AM,18.90902,54.61618,"(18.90902, 54.61618)",Oman
Dhofar 1052,6857,Valid,L6,41.00000,Found,01/01/2000 12:00:00 AM,18.92287,54.62867,"(18.92287, 54.62867)",Oman
Dhofar 1053,6858,Valid,H4/5,44.50000,Found,01/01/2000 12:00:00 AM,18.93638,54.72413,"(18.93638, 54.72413)",Oman
Dhofar 1054,6859,Valid,H3-6,65.00000,Found,01/01/2000 12:00:00 AM,18.93075,54.67200,"(18.93075, 54.672)",Oman
Dhofar 1055,6860,Valid,H4/5,114.00000,Found,01/01/2000 12:00:00 AM,18.97162,54.69287,"(18.97162, 54.69287)",Oman
Dhofar 1056,6861,Valid,LL6,54.00000,Found,01/01/2000 12:00:00 AM,18.74713,54.75247,"(18.74713, 54.75247)",Oman
Dhofar 1057,6862,Valid,L6,28.00000,Found,01/01/2000 12:00:00 AM,18.81522,54.63337,"(18.81522, 54.63337)",Oman
Dhofar 1058,6863,Valid,H4/5,41.00000,Found,01/01/2000 12:00:00 AM,18.85703,54.64465,"(18.85703, 54.64465)",Oman
Dhofar 1059,6864,Valid,L5/6,149.00000,Found,01/01/2000 12:00:00 AM,18.85235,54.64880,"(18.85235, 54.6488)",Oman
Dhofar 106,6865,Valid,H6,725.00000,Found,01/01/2000 12:00:00 AM,19.17300,54.75783,"(19.173, 54.75783)",Oman
Dhofar 1060,6866,Valid,H5,195.00000,Found,01/01/2000 12:00:00 AM,19.00248,54.53837,"(19.00248, 54.53837)",Oman
Dhofar 1061,6867,Valid,L6,66.00000,Found,01/01/2000 12:00:00 AM,18.85472,54.64745,"(18.85472, 54.64745)",Oman
Dhofar 1062,6868,Valid,L6,43.00000,Found,01/01/2000 12:00:00 AM,18.83792,54.67033,"(18.83792, 54.67033)",Oman
Dhofar 1063,6869,Valid,H6,38.00000,Found,01/01/2000 12:00:00 AM,18.85372,54.75245,"(18.85372, 54.75245)",Oman
Dhofar 1064,6870,Valid,L6,105.00000,Found,01/01/2000 12:00:00 AM,18.86328,54.67993,"(18.86328, 54.67993)",Oman
Dhofar 1065,6871,Valid,H5,753.00000,Found,01/01/2000 12:00:00 AM,18.87373,54.58605,"(18.87373, 54.58605)",Oman
Dhofar 1066,6872,Valid,H5/6,305.00000,Found,01/01/2000 12:00:00 AM,18.85002,54.62212,"(18.85002, 54.62212)",Oman
Dhofar 1067,6873,Valid,H4-6,96.00000,Found,01/01/2000 12:00:00 AM,18.90415,54.70378,"(18.90415, 54.70378)",Oman
Dhofar 1068,6874,Valid,L4/5,52.00000,Found,01/01/2000 12:00:00 AM,18.96287,54.75133,"(18.96287, 54.75133)",Oman
Dhofar 1069,6875,Valid,LL5,182.00000,Found,01/01/2000 12:00:00 AM,18.95067,54.75200,"(18.95067, 54.752)",Oman
Dhofar 107,6876,Valid,L6,50.00000,Found,01/01/2000 12:00:00 AM,19.26183,54.74083,"(19.26183, 54.74083)",Oman
Dhofar 1070,6877,Valid,H6,308.00000,Found,01/01/2000 12:00:00 AM,19.00867,54.76962,"(19.00867, 54.76962)",Oman
Dhofar 1071,6878,Valid,L6,4180.00000,Found,01/01/2000 12:00:00 AM,18.85395,54.64743,"(18.85395, 54.64743)",Oman
Dhofar 1072,6879,Valid,LL6,680.50000,Found,01/01/2000 12:00:00 AM,18.85807,54.64330,"(18.85807, 54.6433)",Oman
Dhofar 1073,6880,Valid,CV3,2.72000,Found,,19.33302,54.78217,"(19.33302, 54.78217)",Oman
Dhofar 1074,6881,Valid,H5,1150.00000,Found,01/01/2001 12:00:00 AM,18.73953,54.19547,"(18.73953, 54.19547)",Oman
Dhofar 1075,6882,Valid,L6,76.50000,Found,01/01/2001 12:00:00 AM,18.75495,54.19122,"(18.75495, 54.19122)",Oman
Dhofar 1076,6883,Valid,H3-5,243.00000,Found,01/01/2001 12:00:00 AM,18.73805,54.19367,"(18.73805, 54.19367)",Oman
Dhofar 1077,6884,Valid,L5/6,118.90000,Found,01/01/2001 12:00:00 AM,18.73048,54.18233,"(18.73048, 54.18233)",Oman
Dhofar 1078,6885,Valid,H5/6,72.20000,Found,01/01/2001 12:00:00 AM,18.74547,54.19390,"(18.74547, 54.1939)",Oman
Dhofar 1079,6886,Valid,H4/5,2132.00000,Found,01/01/2001 12:00:00 AM,18.74372,54.20047,"(18.74372, 54.20047)",Oman
Dhofar 108,6887,Valid,L4/5,913.00000,Found,01/01/2000 12:00:00 AM,18.87400,54.26817,"(18.874, 54.26817)",Oman
Dhofar 1080,6888,Valid,H3,127.20000,Found,01/01/2001 12:00:00 AM,18.74065,54.19970,"(18.74065, 54.1997)",Oman
Dhofar 1081,6889,Valid,L5,833.00000,Found,01/01/2001 12:00:00 AM,18.74498,54.19800,"(18.74498, 54.198)",Oman
Dhofar 1082,6890,Valid,H4/5,2493.50000,Found,01/01/2001 12:00:00 AM,18.74215,54.19420,"(18.74215, 54.1942)",Oman
Dhofar 1083,6891,Valid,L6,257.80000,Found,01/01/2001 12:00:00 AM,18.73882,54.19487,"(18.73882, 54.19487)",Oman
Dhofar 1084,6892,Valid,Lunar (anorth),90.00000,Found,01/01/2003 12:00:00 AM,18.72210,54.46077,"(18.7221, 54.46077)",Oman
Dhofar 1085,6893,Valid,Lunar (anorth),197.00000,Found,01/01/2003 12:00:00 AM,19.32810,54.77718,"(19.3281, 54.77718)",Oman
Dhofar 1086,33790,Valid,L6,4.70000,Found,01/01/2004 12:00:00 AM,19.33057,54.79238,"(19.33057, 54.79238)",Oman
Dhofar 1087,33791,Valid,L~5,3.40000,Found,01/01/2004 12:00:00 AM,19.33265,54.79373,"(19.33265, 54.79373)",Oman
Dhofar 1088,33792,Valid,L~6,470.00000,Found,01/01/2004 12:00:00 AM,18.15363,54.10562,"(18.15363, 54.10562)",Oman
Dhofar 109,6894,Valid,L6,2209.00000,Found,01/01/2000 12:00:00 AM,18.73850,54.47817,"(18.7385, 54.47817)",Oman
Dhofar 110,6895,Valid,H6,1287.00000,Found,01/01/2000 12:00:00 AM,18.43683,54.45483,"(18.43683, 54.45483)",Oman
Dhofar 1103,33807,Valid,H4,316.00000,Found,01/01/2004 12:00:00 AM,19.09194,54.80556,"(19.091944, 54.805556)",Oman
Dhofar 111,6896,Valid,L5,114.00000,Found,01/01/2000 12:00:00 AM,18.15750,54.09333,"(18.1575, 54.09333)",Oman
Dhofar 1113,30503,Valid,H3,702.00000,Found,01/01/2004 12:00:00 AM,18.14217,54.09683,"(18.14217, 54.09683)",Oman
Dhofar 112,6897,Valid,L6,201.00000,Found,01/01/2000 12:00:00 AM,18.17800,54.10467,"(18.178, 54.10467)",Oman
Dhofar 1127,33830,Valid,LL6,173.00000,Found,01/01/2005 12:00:00 AM,19.20067,54.90842,"(19.200667, 54.908417)",Oman
Dhofar 1128,33831,Valid,Ureilite,186.00000,Found,01/01/2005 12:00:00 AM,19.19483,54.91842,"(19.194833, 54.918417)",Oman
Dhofar 113,6898,Valid,L6,356.00000,Found,01/01/2000 12:00:00 AM,18.19150,54.11250,"(18.1915, 54.1125)",Oman
Dhofar 1130,33833,Valid,H4,3420.00000,Found,01/01/2005 12:00:00 AM,19.22331,54.93578,"(19.223306, 54.935778)",Oman
Dhofar 1131,33834,Valid,LL4,661.00000,Found,01/01/2005 12:00:00 AM,19.22908,54.92311,"(19.229083, 54.923111)",Oman
Dhofar 1136,33839,Valid,H5,356.00000,Found,01/01/2005 12:00:00 AM,19.27478,54.67297,"(19.274778, 54.672972)",Oman
Dhofar 1139,33842,Valid,LL6,445.00000,Found,01/01/2005 12:00:00 AM,19.19169,54.63939,"(19.191694, 54.639389)",Oman
Dhofar 114,6899,Valid,L6,184.00000,Found,01/01/2000 12:00:00 AM,18.37933,54.22750,"(18.37933, 54.2275)",Oman
Dhofar 1144,33847,Valid,LL5,328.00000,Found,01/01/2005 12:00:00 AM,19.19122,54.67156,"(19.191222, 54.671556)",Oman
Dhofar 1148,33851,Valid,L4,426.00000,Found,01/01/2005 12:00:00 AM,19.19042,54.95719,"(19.190417, 54.957194)",Oman
Dhofar 115,6900,Valid,H4,487.00000,Found,01/01/2000 12:00:00 AM,18.60833,54.55167,"(18.60833, 54.55167)",Oman
Dhofar 1154,33857,Valid,LL6,952.00000,Found,01/01/2005 12:00:00 AM,18.74161,54.26175,"(18.741611, 54.26175)",Oman
Dhofar 1156,33859,Valid,H4,108.00000,Found,01/01/2005 12:00:00 AM,18.75164,54.35236,"(18.751639, 54.352361)",Oman
Dhofar 116,6901,Valid,L5,403.00000,Found,01/01/2000 12:00:00 AM,18.74350,54.57950,"(18.7435, 54.5795)",Oman
Dhofar 1168,33871,Valid,L4,60.80000,Found,01/01/2005 12:00:00 AM,19.22642,54.96725,"(19.226417, 54.96725)",Oman
Dhofar 117,6902,Valid,H5,385.00000,Found,01/01/2000 12:00:00 AM,18.70117,54.19683,"(18.70117, 54.19683)",Oman
Dhofar 1170,33873,Valid,Ureilite,501.00000,Found,01/01/2005 12:00:00 AM,19.21811,54.91742,"(19.218111, 54.917417)",Oman
Dhofar 1176,33879,Valid,LL4,849.00000,Found,01/01/2005 12:00:00 AM,18.74161,54.26175,"(18.741611, 54.26175)",Oman
Dhofar 1178,33881,Valid,LL4,732.00000,Found,01/01/2005 12:00:00 AM,18.86975,54.84011,"(18.86975, 54.840111)",Oman
Dhofar 118,6903,Valid,H6,598.00000,Found,01/01/2000 12:00:00 AM,18.73850,54.26783,"(18.7385, 54.26783)",Oman
Dhofar 1180,33883,Valid,Lunar,115.20000,Found,01/01/2005 12:00:00 AM,18.91444,54.34500,"(18.91444, 54.345)",Oman
Dhofar 1181,33884,Valid,H5,1812.00000,Found,01/01/2005 12:00:00 AM,18.74569,54.26717,"(18.745694, 54.267167)",Oman
Dhofar 119,6904,Valid,L5,586.00000,Found,01/01/2000 12:00:00 AM,18.87633,54.47600,"(18.87633, 54.476)",Oman
Dhofar 1190,30504,Valid,H4,35.00000,Found,01/01/2002 12:00:00 AM,19.13667,54.56333,"(19.13667, 54.56333)",Oman
Dhofar 1191,30505,Valid,L5,174.00000,Found,01/01/2003 12:00:00 AM,19.34000,54.74667,"(19.34, 54.74667)",Oman
Dhofar 1193,30507,Valid,H6,14.00000,Found,01/01/2004 12:00:00 AM,18.85817,54.59933,"(18.85817, 54.59933)",Oman
Dhofar 1194,30508,Valid,H4,124.00000,Found,01/01/2004 12:00:00 AM,19.01677,54.36637,"(19.01677, 54.36637)",Oman
Dhofar 1195,30509,Valid,H5,650.00000,Found,01/01/2004 12:00:00 AM,19.03150,54.37350,"(19.0315, 54.3735)",Oman
Dhofar 1196,30510,Valid,L6,422.00000,Found,01/01/2004 12:00:00 AM,18.96077,54.37707,"(18.96077, 54.37707)",Oman
Dhofar 1197,30511,Valid,L6,24.00000,Found,01/01/2004 12:00:00 AM,18.92433,54.36400,"(18.92433, 54.364)",Oman
Dhofar 120,6905,Valid,H4,240.00000,Found,01/01/2000 12:00:00 AM,18.97817,54.61667,"(18.97817, 54.61667)",Oman
Dhofar 121,6906,Valid,L6,220.00000,Found,01/01/2000 12:00:00 AM,18.98267,54.62183,"(18.98267, 54.62183)",Oman
Dhofar 122,6907,Valid,L6,1556.00000,Found,01/01/2000 12:00:00 AM,18.98550,54.62467,"(18.9855, 54.62467)",Oman
Dhofar 1221,30512,Valid,H5,58.00000,Found,01/01/2003 12:00:00 AM,18.23083,54.09000,"(18.23083, 54.09)",Oman
Dhofar 1222,31358,Valid,Acapulcoite,93.00000,Found,01/01/2003 12:00:00 AM,18.20417,54.05667,"(18.20417, 54.05667)",Oman
Dhofar 1223,30513,Valid,R3,81.40000,Found,01/01/2004 12:00:00 AM,18.76075,54.47285,"(18.76075, 54.47285)",Oman
Dhofar 1224,30514,Valid,Lunar (anorth),4.57000,Found,01/01/2003 12:00:00 AM,19.32675,54.77512,"(19.32675, 54.77512)",Oman
Dhofar 1226,33918,Valid,L5,1040.00000,Found,01/01/2005 12:00:00 AM,18.68853,54.32653,"(18.688528, 54.326528)",Oman
Dhofar 123,6908,Valid,H6,1159.00000,Found,01/01/2000 12:00:00 AM,19.01450,54.60433,"(19.0145, 54.60433)",Oman
Dhofar 1232,33924,Valid,H4,1088.00000,Found,01/01/2005 12:00:00 AM,18.89567,54.34356,"(18.895667, 54.343556)",Oman
Dhofar 124,6909,Valid,H6,63.00000,Found,01/01/2000 12:00:00 AM,19.05933,54.54600,"(19.05933, 54.546)",Oman
Dhofar 1243,33935,Valid,LL4,2510.00000,Found,01/01/2005 12:00:00 AM,18.87586,54.47261,"(18.875861, 54.472611)",Oman
Dhofar 125,6910,Valid,Acapulcoite,2697.00000,Found,01/01/2000 12:00:00 AM,18.98667,54.60050,"(18.98667, 54.6005)",Oman
Dhofar 1250,33942,Valid,L3.8,142.00000,Found,01/01/2005 12:00:00 AM,18.53453,54.16789,"(18.534528, 54.167889)",Oman
Dhofar 1251,33943,Valid,LL6,1905.00000,Found,01/01/2005 12:00:00 AM,18.56925,54.19539,"(18.56925, 54.195389)",Oman
Dhofar 126,6911,Valid,LL6,132.00000,Found,01/01/2000 12:00:00 AM,19.14367,54.83783,"(19.14367, 54.83783)",Oman
Dhofar 1261,33953,Valid,LL6,445.60000,Found,01/01/2005 12:00:00 AM,18.73347,54.51508,"(18.733472, 54.515083)",Oman
Dhofar 1269,33961,Valid,Diogenite-pm,42.00000,Found,01/01/2005 12:00:00 AM,18.73139,54.50917,"(18.731389, 54.509167)",Oman
Dhofar 127,6912,Valid,H4,1349.00000,Found,01/01/2000 12:00:00 AM,19.29133,54.83450,"(19.29133, 54.8345)",Oman
Dhofar 1272,33964,Valid,LL4,1883.00000,Found,01/01/2005 12:00:00 AM,18.68281,54.28578,"(18.682806, 54.285778)",Oman
Dhofar 1275,30515,Valid,L7,4999.00000,Found,01/01/2003 12:00:00 AM,18.82852,54.63957,"(18.82852, 54.63957)",Oman
Dhofar 1277,34021,Valid,CM2,10.00000,Found,01/01/2005 12:00:00 AM,19.18067,54.41883,"(19.18067, 54.41883)",Oman
Dhofar 1278,34497,Valid,H6,117.00000,Found,01/01/2005 12:00:00 AM,19.32681,54.76439,"(19.32681, 54.76439)",Oman
Dhofar 1279,34498,Valid,L6,1588.00000,Found,01/01/2005 12:00:00 AM,18.25117,54.19822,"(18.25117, 54.19822)",Oman
Dhofar 128,6913,Valid,H6,30.00000,Found,01/01/2000 12:00:00 AM,19.28500,54.71067,"(19.285, 54.71067)",Oman
Dhofar 1280,34499,Valid,H6,4473.00000,Found,01/01/2005 12:00:00 AM,18.27717,54.25547,"(18.27717, 54.25547)",Oman
Dhofar 1281,34500,Valid,L6,140.00000,Found,01/01/2005 12:00:00 AM,18.21947,54.30514,"(18.21947, 54.30514)",Oman
Dhofar 1282,34501,Valid,L5,582.00000,Found,01/01/2005 12:00:00 AM,18.55200,54.00217,"(18.552, 54.00217)",Oman
Dhofar 1283,34502,Valid,L5,502.00000,Found,01/01/2005 12:00:00 AM,18.55392,54.01958,"(18.55392, 54.01958)",Oman
Dhofar 1284,34503,Valid,L5/6,558.00000,Found,01/01/2005 12:00:00 AM,18.53200,54.03436,"(18.532, 54.03436)",Oman
Dhofar 1285,34494,Valid,Ureilite,406.00000,Found,01/01/2002 12:00:00 AM,19.30250,54.55500,"(19.3025, 54.555)",Oman
Dhofar 1286,34495,Valid,Eucrite-pmict,898.00000,Found,01/01/2005 12:00:00 AM,18.42632,54.42865,"(18.42632, 54.42865)",Oman
Dhofar 1288,34504,Valid,H5,43600.00000,Found,01/01/2004 12:00:00 AM,18.27833,54.28500,"(18.27833, 54.285)",Oman
Dhofar 1289,34505,Valid,L4,37000.00000,Found,01/01/2004 12:00:00 AM,18.63333,54.42167,"(18.63333, 54.42167)",Oman
Dhofar 129,6914,Valid,L6,1240.00000,Found,01/01/2000 12:00:00 AM,19.29583,54.73183,"(19.29583, 54.73183)",Oman
Dhofar 1290,34506,Valid,LL4,1211.30000,Found,01/01/2004 12:00:00 AM,18.57000,54.42333,"(18.57, 54.42333)",Oman
Dhofar 1291,34507,Valid,H3.9,66.00000,Found,01/01/2001 12:00:00 AM,18.31667,54.14667,"(18.31667, 54.14667)",Oman
Dhofar 1292,34508,Valid,H3.9,26.00000,Found,01/01/2001 12:00:00 AM,18.85167,54.66167,"(18.85167, 54.66167)",Oman
Dhofar 1293,34509,Valid,H3.9,69.00000,Found,01/01/2001 12:00:00 AM,18.84667,54.66500,"(18.84667, 54.665)",Oman
Dhofar 1294,34510,Valid,L/LL5,86.00000,Found,01/01/2003 12:00:00 AM,19.39833,54.53000,"(19.39833, 54.53)",Oman
Dhofar 1295,34511,Valid,L/LL6,30.00000,Found,01/01/2003 12:00:00 AM,19.12500,54.71833,"(19.125, 54.71833)",Oman
Dhofar 1296,34512,Valid,L5,48.00000,Found,01/01/2002 12:00:00 AM,18.16667,54.08333,"(18.16667, 54.08333)",Oman
Dhofar 1297,34513,Valid,H5,184.00000,Found,01/01/2001 12:00:00 AM,19.14000,54.77000,"(19.14, 54.77)",Oman
Dhofar 1298,34514,Valid,H5,52.00000,Found,01/01/2002 12:00:00 AM,19.11667,54.78500,"(19.11667, 54.785)",Oman
Dhofar 1299,34515,Valid,H6,20.00000,Found,01/01/2002 12:00:00 AM,19.13667,54.78500,"(19.13667, 54.785)",Oman
Dhofar 130,6915,Valid,L5,206.00000,Found,01/01/2000 12:00:00 AM,19.17950,54.88733,"(19.1795, 54.88733)",Oman
Dhofar 1300,34516,Valid,H6,42.00000,Found,01/01/2002 12:00:00 AM,19.13833,54.65833,"(19.13833, 54.65833)",Oman
Dhofar 1302,34518,Valid,Howardite,23.90000,Found,01/01/2005 12:00:00 AM,18.91947,54.36237,"(18.91947, 54.36237)",Oman
Dhofar 1303,34519,Valid,Ureilite,404.00000,Found,01/01/2002 12:00:00 AM,19.30250,54.55500,"(19.3025, 54.555)",Oman
Dhofar 1304,34520,Valid,H5,85.00000,Found,01/01/2005 12:00:00 AM,18.66720,54.36620,"(18.6672, 54.3662)",Oman
Dhofar 1305,34521,Valid,H5,34.00000,Found,01/01/2005 12:00:00 AM,18.79508,54.15128,"(18.79508, 54.15128)",Oman
Dhofar 1306,34522,Valid,L4,104.00000,Found,01/01/2004 12:00:00 AM,18.34495,54.25875,"(18.34495, 54.25875)",Oman
Dhofar 1307,34523,Valid,H4,90.00000,Found,01/01/2005 12:00:00 AM,19.32865,54.53763,"(19.32865, 54.53763)",Oman
Dhofar 1308,34524,Valid,H5,192.00000,Found,01/01/2004 12:00:00 AM,18.72992,54.37463,"(18.72992, 54.37463)",Oman
Dhofar 1309,34525,Valid,H4,204.00000,Found,01/01/2004 12:00:00 AM,19.29105,54.56350,"(19.29105, 54.5635)",Oman
Dhofar 131,6916,Valid,H5/6,9680.00000,Found,01/01/2000 12:00:00 AM,19.13600,54.82267,"(19.136, 54.82267)",Oman
Dhofar 1310,34526,Valid,L5,76.00000,Found,01/01/2002 12:00:00 AM,19.39333,54.59500,"(19.39333, 54.595)",Oman
Dhofar 1311,34527,Valid,H5,66.00000,Found,01/01/2005 12:00:00 AM,19.31500,54.53000,"(19.315, 54.53)",Oman
Dhofar 1312,34528,Valid,L/LL4,86.00000,Found,01/01/2002 12:00:00 AM,19.10500,54.84333,"(19.105, 54.84333)",Oman
Dhofar 1313,34529,Valid,H6,154.00000,Found,01/01/2004 12:00:00 AM,18.81833,54.45500,"(18.81833, 54.455)",Oman
Dhofar 1314,34530,Valid,H5,104.00000,Found,01/01/2004 12:00:00 AM,19.29667,54.56833,"(19.29667, 54.56833)",Oman
Dhofar 1315,34531,Valid,L/LL5,12.00000,Found,01/01/2001 12:00:00 AM,19.15167,54.77500,"(19.15167, 54.775)",Oman
Dhofar 1316,34532,Valid,L/LL6,30.00000,Found,01/01/2003 12:00:00 AM,19.04500,54.39333,"(19.045, 54.39333)",Oman
Dhofar 1317,34533,Valid,L6,12.00000,Found,01/01/2001 12:00:00 AM,18.42000,54.10333,"(18.42, 54.10333)",Oman
Dhofar 132,6917,Valid,Ureilite,5010.00000,Found,01/01/2000 12:00:00 AM,19.15000,54.58067,"(19.15, 54.58067)",Oman
Dhofar 133,6918,Valid,L4,224.00000,Found,01/01/2000 12:00:00 AM,19.07200,54.65267,"(19.072, 54.65267)",Oman
Dhofar 134,6919,Valid,H6,868.00000,Found,01/01/2000 12:00:00 AM,19.04900,54.58300,"(19.049, 54.583)",Oman
Dhofar 135,6920,Valid,H4,1495.00000,Found,01/01/2000 12:00:00 AM,18.33233,54.26150,"(18.33233, 54.2615)",Oman
Dhofar 136,6921,Valid,L6,324.00000,Found,01/01/2000 12:00:00 AM,18.70117,54.29083,"(18.70117, 54.29083)",Oman
Dhofar 137,6922,Valid,L6,236.00000,Found,01/01/2000 12:00:00 AM,19.30133,54.82367,"(19.30133, 54.82367)",Oman
Dhofar 138,6923,Valid,L6,5640.00000,Found,01/01/2000 12:00:00 AM,18.31133,54.36933,"(18.31133, 54.36933)",Oman
Dhofar 139,6924,Valid,L6,1815.00000,Found,01/01/2000 12:00:00 AM,18.33767,54.45217,"(18.33767, 54.45217)",Oman
Dhofar 140,6925,Valid,L5,3170.00000,Found,01/01/2000 12:00:00 AM,18.33583,54.51200,"(18.33583, 54.512)",Oman
Dhofar 1400,35490,Valid,L6,315.50000,Found,01/01/2003 12:00:00 AM,19.19500,54.59593,"(19.195, 54.59593)",Oman
Dhofar 1401,35491,Valid,LL~6,42.03000,Found,01/01/2001 12:00:00 AM,19.19135,54.65545,"(19.19135, 54.65545)",Oman
Dhofar 1402,44711,Valid,L~6,8.94000,Found,01/01/2001 12:00:00 AM,19.08230,54.77837,"(19.0823, 54.77837)",Oman
Dhofar 1403,35492,Valid,L~5,93.05000,Found,01/01/2001 12:00:00 AM,19.14362,54.88310,"(19.14362, 54.8831)",Oman
Dhofar 1404,35493,Valid,L~6,67.48000,Found,01/01/2001 12:00:00 AM,19.20305,54.78495,"(19.20305, 54.78495)",Oman
Dhofar 1405,35494,Valid,L~6,11.53000,Found,01/01/2001 12:00:00 AM,19.07152,54.77338,"(19.07152, 54.77338)",Oman
Dhofar 1406,35495,Valid,L~6,42.46000,Found,01/01/2001 12:00:00 AM,19.15545,54.71392,"(19.15545, 54.71392)",Oman
Dhofar 1407,44712,Valid,L~6,27.64000,Found,01/01/2001 12:00:00 AM,19.06712,54.77877,"(19.06712, 54.77877)",Oman
Dhofar 1408,35496,Valid,L~5,81.93000,Found,01/01/2001 12:00:00 AM,19.14220,54.88057,"(19.1422, 54.88057)",Oman
Dhofar 1409,35497,Valid,L~5,128.96000,Found,01/01/2001 12:00:00 AM,19.14145,54.87880,"(19.14145, 54.8788)",Oman
Dhofar 141,6926,Valid,LL4,160.00000,Found,01/01/2000 12:00:00 AM,18.35750,54.35350,"(18.3575, 54.3535)",Oman
Dhofar 1410,35498,Valid,L~6,30.45000,Found,01/01/2001 12:00:00 AM,19.15895,54.70497,"(19.15895, 54.70497)",Oman
Dhofar 1411,35499,Valid,L~5,12.09000,Found,01/01/2001 12:00:00 AM,19.07285,54.77768,"(19.07285, 54.77768)",Oman
Dhofar 1412,35500,Valid,L~6,38.13000,Found,01/01/2001 12:00:00 AM,19.11375,54.82245,"(19.11375, 54.82245)",Oman
Dhofar 1413,35501,Valid,L~6,40.20000,Found,01/01/2001 12:00:00 AM,19.14068,54.67448,"(19.14068, 54.67448)",Oman
Dhofar 1414,35502,Valid,L~6,45.59000,Found,01/01/2001 12:00:00 AM,19.19477,54.65712,"(19.19477, 54.65712)",Oman
Dhofar 1415,35503,Valid,L~5,61.40000,Found,01/01/2001 12:00:00 AM,19.18973,54.65180,"(19.18973, 54.6518)",Oman
Dhofar 1416,35504,Valid,L~6,49.74000,Found,01/01/2001 12:00:00 AM,19.11120,54.61523,"(19.1112, 54.61523)",Oman
Dhofar 1417,35505,Valid,L~5,5.52000,Found,01/01/2001 12:00:00 AM,19.10735,54.61293,"(19.10735, 54.61293)",Oman
Dhofar 1418,35506,Valid,L~6,78.44000,Found,01/01/2001 12:00:00 AM,19.13882,54.87985,"(19.13882, 54.87985)",Oman
Dhofar 1419,35507,Valid,L~6,47.14000,Found,01/01/2001 12:00:00 AM,19.13820,54.67448,"(19.1382, 54.67448)",Oman
Dhofar 142,6927,Valid,L4,1835.00000,Found,01/01/2000 12:00:00 AM,18.38233,54.23617,"(18.38233, 54.23617)",Oman
Dhofar 1420,35508,Valid,L~5,81.81000,Found,01/01/2001 12:00:00 AM,19.15535,54.71392,"(19.15535, 54.71392)",Oman
Dhofar 1421,35509,Valid,H~5,110.80000,Found,01/01/2001 12:00:00 AM,19.15725,54.71652,"(19.15725, 54.71652)",Oman
Dhofar 1422,35510,Valid,H~5,35.22000,Found,01/01/2001 12:00:00 AM,19.19607,54.88028,"(19.19607, 54.88028)",Oman
Dhofar 1423,35511,Valid,L~6,53.58000,Found,01/01/2001 12:00:00 AM,19.19707,54.67030,"(19.19707, 54.6703)",Oman
Dhofar 1424,35512,Valid,H~6,53.39000,Found,01/01/2001 12:00:00 AM,19.19335,54.66395,"(19.19335, 54.66395)",Oman
Dhofar 1425,35513,Valid,H~6,106.63000,Found,01/01/2001 12:00:00 AM,19.20077,54.78503,"(19.20077, 54.78503)",Oman
Dhofar 1426,35514,Valid,H~5,42850.00000,Found,01/01/2001 12:00:00 AM,19.17300,54.70407,"(19.173, 54.70407)",Oman
Dhofar 1427,35515,Valid,Ureilite,12.92000,Found,01/01/2001 12:00:00 AM,19.11285,54.81877,"(19.11285, 54.81877)",Oman
Dhofar 1428,35415,Valid,Lunar,213.00000,Found,01/01/2006 12:00:00 AM,18.89067,54.33933,"(18.89067, 54.33933)",Oman
Dhofar 1429,45833,Valid,Eucrite-mmict,89.00000,Found,01/01/2006 12:00:00 AM,18.53778,54.18778,"(18.53778, 54.18778)",Oman
Dhofar 143,6928,Valid,H5,1785.00000,Found,01/01/2000 12:00:00 AM,18.41200,54.16783,"(18.412, 54.16783)",Oman
